Original Text,Replacement Text,Phonemes,Languages,Voice IDs,Active,Ignore Case,App Bundle IDs
"Älä hylkää koko ajatusta ennen kuin tiedät, mistä puhut.",We do not reject the whole idea before we know what we are talking about.,Don't slag it off if you don't know what you're talking about.,0.6802536276882301,,TRUE,FALSE,
"Jos päästit suustasi j:llä alkavan sanan, etkä muistanut nostaa kahta sormea suusi eteen, jouduit maksamaan pennin.","If the devil get to your mouth, and you remembered the beginning of the word j:llä to raise two fingers to the front of your mouth, you had to pay a penny.",Begin a word with a j without remembering to put two fingers across your mouth and it cost you a penny.,-1.0088637566589236,,TRUE,FALSE,
Bis der große Regen kam.,Until the big rain came.,And then the rain came.,0.3948386011870167,,TRUE,FALSE,
"Rodgersin ollessa 13-vuotias hänelle suoritettiin useita akillesjänteen leikkauksia jalkojen suoristamiseksi. Leikkausten yhteydessä lääkärin lähdettyä huoneesta hän vilkaisi nopeasti tutkimuspapereitaan, joissa sanottiin hänen kärsivän FA-taudista.","About Rodgers is 13 years old and he carried out a series of cuts to the feet of Achilles tendon was born crooked. In surgeries, the doctor left the room, he quickly glanced at its research paper, which was said to be suffering from the FA for his disease.","Rodgers said when she was aged 13, after several operations to release her Achilles tendons and straighten out her feet, she took a peak at her medical notes when her consultant left the room which said that she suffered from FA.",0.1152667683508349,,TRUE,FALSE,
"Главное отличие нынешнего проекта, пояснил министр, в том, что сейчас предполагается не только утилизация машин для получения последующей скидки, но и возможность в случае, если автомобиль достиг возраста более шести лет, приобрести новый со скидкой при сдаче старого в ""трейд-ин"" у дилера, передает ""Интерфакс"".","The main difference of the present project, the minister explained, that not only utilization of cars for receiving the subsequent discount, but also an opportunity is now supposed in case the car reached age more than six years to get new at a discount at delivery old in ""trade-in"" from the dealer, Interfax tells.","The main difference with the current project, the minister explained, is that vehicle scrappage is not only offered in order to receive a subsequent rebate, but there is also the opportunity, if the vehicle is more than six years old, to buy a new one at a discount when the old one is traded-in at a dealership, Interfax reports.",0.1152667683508349,,TRUE,FALSE,
"Pahiten on takunnut kodin ja vapaa-ajan tuotteiden myynti, jonka liikevaihto laski vuoden takaisesta yli seitsemän prosenttia.",The worst is takunnut sales of home and leisure products with net sales decreased from one year ago over seven per cent.,"The sales of the home and leisure time products has been trouble-filled the most, and its turnover fell over seven percent from last year.",-0.4380337036564968,,TRUE,FALSE,
"Da krachten die Schwerter metallisch aneinander, die Schilde schepperten und die Wurflanzen flogen surrend durch die Arena, dass einem Angst und Bange werden konnte um die Gesundheit der Gladiatoren.","Since crashed, swords, shields, hand-bells and litter lances surrend flew through the arena that could be a fear and worry about the health of the gladiators.","The swords clashed against one another, the shields clanked and the spears flew, zooming through the arena, so much so that you feared for the safety of the gladiators.",0.1152667683508349,,TRUE,FALSE,
Monet Gazan rintaman läheisyydessä sijaitsevan Nahal Ozin yhteisön asukkaista ovat epäileväisiä paluun suhteen palestiinalaisten kranaatin tapettua 4-vuotiaan pojan yhteisössä.,Many of the Gaza Strip near the front of the Nahal Oz 'Community residents are sceptical about the return of the Palestinian grenade killed 4-year-old boy by a policeman in the Community.,"Many residents of Nahal Oz, a community close to the Gaza frontier where a 4-year-old boy was killed by a Palestinian mortar shell, are hesitant about coming back.",-0.1701482581503784,,TRUE,FALSE,
Ein 78-jähriger Mann steht wegen des Überfahrens eines dreijährigen Mädchens auf einem Fußgängerüberweg in Fife vor Gericht.,A 78-year old man stands because of the over driving of a three-year girl on a pedestrian crossing into Fife in court.,A 78-year-old man is to stand trial accused of running over a three-year-old girl on a pelican crossing in Fife.,0.1094235746858033,,TRUE,FALSE,
"Он сказал: ""Я не смог спасти ее"""".","He said: ""I couldn't save her.""",He said: 'I couldn't save her'.',1.524812319861807,,TRUE,FALSE,
"Некоторые из них в прошлом декабре участвовали в мероприятиях по выявлению коррупции, которое было направлено на проверку сотрудников правительства, в том числе четырех правительственных министров.","Some of them last December were involved in the measures for the detection of corruption, which was aimed at checking government employees, including four government ministers.","Some of them were involved in last December's corruption probes targeting government officials, including four government ministers.",0.9598254605244118,,TRUE,FALSE,
"Критикуя это решение, чиновники Луизианы сказали, что не будут наказывать врачей, делающих аборты, пока их заявления на полномочия приема ждут решения.","Criticizing this solution, the officials of Louisiana said that they will not punish doctors, who make abortions, until their statements to the authorities of method wait the solution.","In arguing against the ruling, Louisiana officials said they would not punish doctors performing abortions while their applications for admitting privileges were pending.",0.1152667683508349,,TRUE,FALSE,
"Он хотел сказать, что это шутка, но ему не хотелось при ней снова прижимать к губам два пальца.","He wanted to say it was a joke, but when he did not want to press it again to his mouth with two fingers.","He wanted to say it was a joke, but was reluctant, in her company, to put two fingers to his lips again.",-1.0088637566589236,,TRUE,FALSE,
"Čtyři evangelia byla přijata a šestnáct dalších bylo odmítnuto prostým zvednutím ruky, jako kdyby se skutečnost nějaké věci dala přijmout nebo odmítnout hlasováním.","The four gospel were accepted, and sixteen others were rejected by the simple hand of a hand, as if the fact was to accept or reject the vote.","Four gospels were accepted and sixteen more were rejected, all by a show of hands, as if the facts of the matter could be evaluated or dismissed by popular vote.",-1.865108836162564,,TRUE,FALSE,
"Причина, по которой мы ощущаем его смертельные последствия сейчас, состоит в том, что, хотя использование асбеста противозаконно уже многие годы (все типы асбеста были, в конечном итоге, запрещены законом в 1999 году), на развитие мезотелиомы уходят обычно десятки лет.","The reason why we feel its deadly consequences now, is that, although the use of asbestos, it is illegal for many years (all types of asbestos were eventually forbidden by law in the year 1999), on the development of mesothelioma are typically tens of years.","The reason that we are feeling its deadly effects now is that, though asbestos use has been illegal for years (all types of asbestos were eventually banned by law in 1999), it usually takes decades for mesothelioma to develop.",0.6802536276882301,,TRUE,FALSE,
A vy tedy na odchod netlačíte?,And you therefore do not you push departure.,And are you not pushing for departure?,0.1094235746858033,,TRUE,FALSE,
"Sedí ve smíchovském NH Hotelu, hovoří s českými novináři a chystá se s českou reprezentací na herní generálku s Američany a následně také na ostrý start kvalifikace o Euro 2016 proti Nizozemsku.","He sits in smíchovský NH Hotel, he speaks with Czech journalists, and he prepares with a Czech representation to game generálka with Americans and consequently also to sharp start of a qualification, euro 2016, against the Netherlands.","He is sitting at the NH Hotel in Prague, talking to Czech reporters, and he is planning to participate with the Czech team in a rehearsal match with the Americans, after which he will also start the process of qualification for Euro 2016 against the Netherlands.",-1.865108836162564,,TRUE,FALSE,
